pickup_zone,hour,order_count,avg_response_time_min,p50_response_time_min,p90_response_time_min,slow_response_rate
Alphabet City,23,10,3.5333333333333337,3.0083333333333333,6.863333333333333,0.0
Arden Heights,2,1,4.216666666666667,4.216666666666667,4.216666666666667,0.0
Arden Heights,3,1,11.7,11.7,11.7,1.0
Arden Heights,4,1,7.933333333333334,7.933333333333334,7.933333333333334,0.0
Arden Heights,6,1,8.733333333333333,8.733333333333333,8.733333333333333,0.0
Arden Heights,8,1,11.95,11.95,11.95,1.0
Arden Heights,9,2,5.358333333333333,5.358333333333333,7.365,0.0
Arden Heights,11,1,3.0,3.0,3.0,0.0
Arden Heights,14,1,8.716666666666667,8.716666666666667,8.716666666666667,0.0
Arden Heights,16,1,2.5,2.5,2.5,0.0
Arden Heights,18,1,4.916666666666667,4.916666666666667,4.916666666666667,0.0
Arden Heights,22,1,9.383333333333333,9.383333333333333,9.383333333333333,0.0
Arrochar/Fort Wadsworth,7,1,8.283333333333333,8.283333333333333,8.283333333333333,0.0
Arrochar/Fort Wadsworth,8,3,3.305555555555556,3.0833333333333335,4.496666666666666,0.0
Arrochar/Fort Wadsworth,9,1,2.9833333333333334,2.9833333333333334,2.9833333333333334,0.0
Arrochar/Fort Wadsworth,10,1,4.183333333333334,4.183333333333334,4.183333333333334,0.0
Arrochar/Fort Wadsworth,11,2,4.074999999999999,4.074999999999999,4.895,0.0
Arrochar/Fort Wadsworth,12,1,7.6,7.6,7.6,0.0
Arrochar/Fort Wadsworth,13,1,1.9666666666666666,1.9666666666666666,1.9666666666666666,0.0
Arrochar/Fort Wadsworth,14,2,4.783333333333333,4.783333333333333,6.81,0.0
Arrochar/Fort Wadsworth,15,2,3.4833333333333334,3.4833333333333334,4.67,0.0
Arrochar/Fort Wadsworth,16,4,2.404166666666667,2.083333333333333,3.341666666666667,0.0
Arrochar/Fort Wadsworth,17,3,3.283333333333333,3.3833333333333333,4.583333333333334,0.0
Arrochar/Fort Wadsworth,18,3,6.272222222222222,5.833333333333333,7.593333333333334,0.0
Arrochar/Fort Wadsworth,21,1,15.716666666666667,15.716666666666667,15.716666666666667,1.0
Arrochar/Fort Wadsworth,22,3,4.538888888888889,4.433333333333334,6.246666666666667,0.0
Arrochar/Fort Wadsworth,23,1,2.283333333333333,2.283333333333333,2.283333333333333,0.0
Astoria,0,18,3.2453703703703702,2.583333333333333,5.87,0.05555555555555555
Astoria,1,20,4.665,2.6416666666666666,9.053333333333335,0.05
Astoria,2,7,4.045238095238095,4.75,6.126666666666667,0.0
Astoria,3,14,3.748809523809524,3.225,6.385000000000001,0.0
Astoria,4,7,3.702380952380952,3.316666666666667,5.856666666666667,0.0
Astoria,5,11,2.8075757575757576,2.95,3.95,0.0
Astoria,6,9,3.6740740740740745,3.3333333333333335,5.323333333333334,0.0
Astoria,7,17,3.701960784313725,2.3333333333333335,7.853333333333336,0.11764705882352941
Astoria,8,27,3.287037037037037,2.816666666666667,5.473333333333334,0.0
Astoria,9,16,2.2885416666666667,1.7833333333333334,4.074999999999999,0.0
Astoria,10,16,2.0322916666666666,2.0583333333333336,3.7333333333333334,0.0
Astoria,11,10,1.7266666666666666,1.4833333333333334,2.878333333333333,0.0
Astoria,12,12,3.3652777777777776,2.0583333333333336,7.796666666666669,0.08333333333333333
Astoria,13,7,3.2357142857142853,2.4,5.73,0.0
Astoria,14,14,1.8345238095238094,1.575,3.1933333333333342,0.0
Astoria,15,16,2.6197916666666665,2.408333333333333,3.8833333333333333,0.0
Astoria,16,24,2.645138888888889,2.6416666666666666,5.079999999999999,0.0
Astoria,17,24,2.0729166666666665,1.8916666666666666,3.2066666666666666,0.0
Astoria,18,17,3.6137254901960785,2.6333333333333333,6.093333333333334,0.058823529411764705
