model_name,mae,rmse,mape,r2_score,train_start_date,train_end_date,test_start_date,test_end_date
random_forest,0.19111921481029281,0.3197422399715723,0.15240194161366147,0.023721683449064668,2024-11-01,2025-03-01,2025-03-02,2025-03-31
xgboost,0.1825030893087387,0.31745856921520216,0.14347219143214718,0.03761756420135498,2024-11-01,2025-03-01,2025-03-02,2025-03-31
